,Price,Space,Rooms,Market,Year,elevator,Parking place,balkon,taras,ogródek,district,street,level,max_level
16467,2299000,124,5,pierwotny,2020,1,1,0,0,0, Wola, Wola,11,16
15275,1425000,124,4,wtórny,2000,1,1,0,0,0, Ochota, Aleje Jerozolimskie,5,14
17654,1450000,124,3,wtórny,1998,1,0,0,0,0, Wola, Łucka,5,13
18819,1598000,124,4,wtórny,1999,1,1,0,0,0, Ursynów, Polnej Róży,5,5
6133,2500000,124,3,wtórny,2017,1,1,0,0,0, Mokotów, Sułkowicka,6,8
14966,3100000,124,4,wtórny,1950,1,0,0,0,0, Śródmieście,Nowy Świat,2,2
4178,2775000,123,4,wtórny,2006,1,1,0,0,0, Mokotów,Biały Kamień,1,5
12117,2279700,123,4,pierwotny,2024,1,1,0,0,0, Bemowo, Zaborowska,6,6
5934,2280000,123,4,pierwotny,2024,1,1,0,0,0, Bemowo, Bemowo,6,6
20375,1550000,123,3,wtórny,2021,0,1,0,0,0, Wilanów, Ruczaj,1,2
17916,2271800,122,5,wtórny,1998,1,1,0,0,0, Śródmieście, Łucka,10,10
20233,1828379,122,4,pierwotny,2022,1,1,0,0,0, Włochy, Krańcowa,2,3
10329,3900000,122,4,wtórny,2019,1,1,0,0,0, Śródmieście, Bohaterów Getta,5,5
20696,1690000,122,5,wtórny,2008,0,1,0,0,0, Wawer, Nowy Miedzeszyn,1,2
16963,2500000,122,4,pierwotny,2019,1,1,0,0,0, Mokotów, Górska,3,4
17637,2000000,122,5,wtórny,2021,1,1,0,0,0, Mokotów, Sadyba,8,9
11775,1450000,122,5,wtórny,2019,0,1,0,0,0, Wawer, Wawer,0,2
14059,2500000,121,4,wtórny,1938,0,0,0,0,0, Praga-Południe, Berezyńska,0,2
10485,3680000,121,4,wtórny,2019,1,1,0,0,0, Śródmieście, Stare Nalewki,5,5
13842,2300000,121,4,pierwotny,2022,1,1,0,0,0, Wilanów, Kosiarzy,1,2
9671,2272000,121,5,pierwotny,2021,1,1,0,0,0, Mokotów, Ksawerów,7,9
14791,2670000,120,4,wtórny,2005,1,1,0,0,0, Mokotów, Ludowa,6,7
13840,1395000,120,5,wtórny,2022,0,1,0,0,0, Bielany," Zgrupowania AK ""Żmija""",3,4
19022,1900000,120,4,wtórny,2000,1,1,0,0,0, Ochota, Szczęśliwice,3,4
15195,2499000,120,4,wtórny,2022,1,1,0,0,0, Mokotów, Białej Floty,3,6
14889,3200000,120,4,wtórny,2012,1,1,0,0,0, Śródmieście, Bonifraterska,1,5
14405,1450000,120,4,wtórny,1996,0,1,0,0,0, Ochota, Ochota,3,4
15185,2499000,120,4,wtórny,2022,0,1,0,0,0, Mokotów, Białej Floty,3,6
16916,999000,120,7,wtórny,2000,1,0,0,0,0, Praga-Południe, Grochowska,0,9
16781,2639560,119,4,wtórny,2004,1,0,0,0,0, Mokotów, Mokotów,1,6
9214,2700000,119,4,wtórny,2020,1,1,0,0,0, Mokotów, Białej Floty,5,6
15272,998000,119,5,wtórny,1990,0,0,0,0,0, Praga-Południe, Ostrobramska,4,5
22514,1461240,118,4,wtórny,1996,1,1,0,0,0, Wola, Mirów,2,7
11550,1461240,118,4,wtórny,1996,1,1,0,0,0, Wola, Mirów,2,7
5250,1300000,118,4,wtórny,2022,0,1,0,0,0, Białołęka, Oczary,0,2
4618,2550000,118,3,wtórny,2006,1,1,0,0,0, Mokotów, Sztormowa,1,2
15606,1576000,118,3,wtórny,2009,1,1,1,1,1, Białołęka,Jasiniec,0,3
18578,1480000,118,3,wtórny,2010,1,1,0,0,0, Targówek, Geodezyjna,0,4
23088,1599000,118,4,wtórny,2006,1,1,0,0,0, Wola, Wola,3,5
4602,1599000,118,4,wtórny,2006,1,1,0,0,0, Wola, Wola,3,5
10179,1599000,118,4,wtórny,2006,1,1,0,0,0, Wola, Wola,3,5
22971,1599000,118,4,wtórny,2006,1,1,0,0,0, Wola, Wola,3,5
3886,1599000,118,4,wtórny,2006,1,1,0,0,0, Wola, Wola,3,5
13246,1850000,118,4,wtórny,1938,1,1,0,0,0, Śródmieście, Powiśle,1,4
10445,2780000,118,3,wtórny,2002,1,1,0,0,0, Mokotów, Zbyszka Cybulskiego,1,4
10069,2225300,117,5,pierwotny,2021,1,1,0,0,0, Mokotów, Ksawerów,11,11
10172,2225300,117,5,pierwotny,2022,1,1,0,0,0, Mokotów, Mariana Zdziechowskiego,11,11
5161,2225300,117,5,wtórny,2021,1,1,0,0,0, Mokotów, Mokotów,11,11
9617,1350000,117,4,pierwotny,2020,1,1,0,0,0, Białołęka, Białołęka,8,9
8102,1999690,117,4,wtórny,2002,1,1,0,0,0, Śródmieście,Grzybowska 2,4,11
3429,975000,117,3,wtórny,1999,0,0,0,0,0, Białołęka,Odkryta,3,4
15336,2560000,116,3,wtórny,2019,1,1,0,0,0, Wola, Towarowa,7,7
21343,1999690,116,4,wtórny,2002,0,0,0,0,0, Śródmieście, Grzybowska,4,9
14375,1030000,116,5,wtórny,1999,0,1,0,0,0, Bemowo, Powstańców Śląskich,3,5
2256,1150000,116,4,wtórny,2002,0,1,0,0,0, Białołęka, Świderska,3,4
3305,3250000,116,4,pierwotny,2022,1,0,0,0,0, Śródmieście, Radna,5,6
20080,1880000,116,4,wtórny,2022,1,0,0,0,0, Ochota, Kurhan,3,3
4065,1950000,115,4,wtórny,2016,1,1,0,0,0, Mokotów, Sadyba,0,5
18941,1999000,115,3,wtórny,2001,1,1,0,0,0, Mokotów, Wielicka,2,11
11493,1250000,115,6,wtórny,1995,1,1,0,0,0, Wola,Żelazna,9,9
3623,1240000,115,4,wtórny,2000,0,0,0,0,0, Ursynów,Imielińska,3,3
20374,1199000,115,4,pierwotny,2021,0,1,0,0,0, Wilanów, Ruczaj,1,2
2062,1490000,114,4,wtórny,2010,1,1,0,0,0, Wilanów, Zawady,1,2
2074,1490000,114,4,wtórny,2010,1,1,0,0,0, Wilanów, Zawady,1,2
23261,2950000,114,3,wtórny,2003,1,1,0,0,0, Mokotów, Cybulskiego,3,4
3300,3800000,114,4,pierwotny,2022,1,0,0,0,0, Śródmieście, Radna,5,6
5938,2286000,114,4,wtórny,2000,1,1,0,0,0, Mokotów, Mokotów,0,4
20781,1790000,114,4,wtórny,2008,1,1,0,0,0, Ochota,Solińska 19a,5,5
7222,1760000,114,4,pierwotny,2022,1,1,0,0,0, Mokotów,Zwierzyniecka,7,7
12964,2500000,114,3,wtórny,2003,1,1,0,0,0, Mokotów, Górny Mokotów,1,3
5782,1600000,113,5,wtórny,2008,1,1,0,0,0, Mokotów,Egejska,4,5
22895,1600000,113,5,wtórny,2008,1,1,0,0,0, Mokotów,Egejska,4,5
12753,1600000,113,5,wtórny,2008,1,1,0,0,0, Mokotów,Egejska,4,5
19110,1600000,113,5,wtórny,2008,1,1,0,0,0, Mokotów,Egejska,4,5
2759,1280000,113,5,wtórny,2005,1,0,0,0,0, Praga-Południe, Praga-Południe,10,10
13378,1600000,113,5,wtórny,2008,1,1,0,0,0, Mokotów,Egejska,4,5
4057,2250000,113,3,wtórny,2006,1,1,0,0,0, Mokotów, Dolny Mokotów,1,3
14626,2250000,113,3,wtórny,2006,1,1,0,0,0, Mokotów, Dolny Mokotów,1,3
2536,2250000,113,3,wtórny,2006,1,1,0,0,0, Mokotów, Dolny Mokotów,1,3
7741,2250000,113,3,wtórny,2006,1,1,0,0,0, Mokotów, Dolny Mokotów,1,3
15524,2250000,113,3,wtórny,2006,1,1,0,0,0, Mokotów, Dolny Mokotów,1,3
9517,2250000,113,3,wtórny,2006,1,1,0,0,0, Mokotów, Dolny Mokotów,1,3
21491,2250000,113,3,wtórny,2006,1,1,0,0,0, Mokotów, Dolny Mokotów,1,3
11663,2250000,113,3,wtórny,2006,1,1,0,0,0, Mokotów, Dolny Mokotów,1,3
158,2250000,113,3,wtórny,2006,1,1,0,0,0, Mokotów, Dolny Mokotów,1,3
22934,2250000,113,3,wtórny,2006,1,1,0,0,0, Mokotów, Dolny Mokotów,1,3
4093,1629000,113,4,wtórny,2012,1,1,0,0,0, Białołęka,Krokwi,1,3
7916,2265000,113,4,wtórny,2001,1,0,0,0,0, Mokotów, Mokotów,5,10
8260,2400000,113,3,wtórny,2003,1,1,0,0,0, Mokotów, Mokotów,1,4
16821,1450000,113,3,wtórny,2022,0,0,0,0,0, Wola, Łucka,5,11
14250,2130000,113,4,wtórny,2006,1,1,1,1,1, Wilanów, Sarmacka,4,4
21247,1690000,113,4,wtórny,2022,1,1,0,0,0, Wola, Zawiszy,3,8
4554,1250000,113,4,wtórny,2001,0,0,0,0,0, Ursynów, Imielin,1,3
14825,2324000,113,3,wtórny,2003,1,1,0,0,0, Mokotów, Cybulskiego,1,4
14410,2399000,113,3,wtórny,2000,1,0,0,0,0, Mokotów, Mokotów,1,7
2861,1469000,113,4,wtórny,1996,0,1,0,0,0, Ursynów, Ursynów,1,2
14756,2730000,112,5,pierwotny,2022,0,1,0,0,0, Wola, Kolejowa,6,8
13257,2723000,112,5,pierwotny,2023,1,1,0,0,0, Wola, Wola,6,8
7830,1395000,112,4,pierwotny,2021,1,1,0,0,0, Włochy,Ryżowa 22,2,2
13427,2135700,112,4,wtórny,2012,1,1,0,0,0, Mokotów, Jana Pawła Woronicza,2,6
7513,1395000,112,4,pierwotny,2021,1,1,0,0,0, Włochy,Ryżowa 22,2,2
5339,1396000,112,5,wtórny,2022,1,1,0,0,0, Wola, Cypriana Kamila Norwida,3,10
11751,2115650,111,3,wtórny,2009,1,1,0,0,0, Mokotów, Jurija Gagarina,8,9
10988,2115650,111,3,wtórny,2009,1,1,0,0,0, Mokotów, Sułkowicka,8,9
4971,1250000,111,5,wtórny,1997,1,1,0,0,0, Praga-Północ, Ząbkowska,6,7
19900,2115650,111,3,wtórny,2019,1,0,0,0,0, Mokotów, Sułkowicka,8,9
20588,1330000,111,4,wtórny,1997,1,0,0,0,0, Praga-Północ, Ząbkowska,6,7
12719,1330000,110,4,wtórny,1997,1,0,0,0,0, Praga-Północ, Stara Praga,6,7
11692,1650000,110,3,wtórny,2000,1,1,0,0,0, Wilanów, Wilanów,8,12
3748,930062,110,5,pierwotny,2022,1,1,0,0,0, Białołęka,Brzeziny,2,2
16962,2300000,110,4,pierwotny,2019,1,1,1,1,1, Mokotów, Górska,0,4
20461,2300000,110,4,pierwotny,2019,1,0,0,0,0, Mokotów, Górska,0,4
13355,2475000,110,4,pierwotny,1950,1,0,0,0,0, Mokotów, Górny Mokotów,1,4
16344,1299999,110,4,wtórny,2010,0,1,0,0,0, Ursus, Ursus,1,1
19842,2499000,110,4,wtórny,2022,0,1,0,0,0, Wola, Siedmiogrodzka,7,15
2665,1285000,110,3,wtórny,2000,1,1,0,0,0, Mokotów, Nowoursynowska,1,2
17920,2420000,110,3,wtórny,2022,1,1,0,0,0, Mokotów, Podchorążych,5,7
3345,1285000,110,3,wtórny,2000,0,1,0,0,0, Ursynów,Fosa,1,2
10190,1896000,110,4,wtórny,1930,0,0,0,0,0, Śródmieście, Rozbrat,2,3
13430,2320000,109,4,wtórny,2022,1,1,0,0,0, Wola, Siedmiogrodzka,11,15
5826,1500000,109,4,wtórny,2014,1,1,0,0,0, Mokotów, Jana Pawła Woronicza,7,13
10197,1165000,109,4,wtórny,1993,0,0,0,0,0, Praga-Południe, Praga-Południe,4,4
8023,1629000,109,4,wtórny,2000,1,1,0,0,0, Żoliborz, Gwiaździsta,9,11
14623,1090000,109,4,wtórny,2008,0,1,0,0,0, Białołęka, Skarbka z Gór,1,2
20626,1700000,109,3,wtórny,2022,1,1,1,1,1, Praga-Północ, Szwedzka,1,5
7597,2750000,109,3,wtórny,1937,1,0,0,0,0, Śródmieście, Śródmieście Południowe,4,4
21162,995000,109,4,wtórny,1995,0,1,0,0,0, Bemowo, Bemowo,4,4
19819,2555000,109,4,wtórny,2020,1,1,0,0,0, Mokotów, Puławska,4,8
8773,1300000,108,3,wtórny,2000,0,1,0,0,0, Mokotów, Fosa,1,2
4975,1990000,108,3,wtórny,2009,1,1,0,0,0, Mokotów, Sułkowicka,6,9
4553,1625000,108,4,wtórny,2000,1,1,0,0,0, Żoliborz, Braci Załuskich,2,10
7725,1399990,108,4,wtórny,1996,1,1,0,0,0, Mokotów,Konduktorska 4,1,5
4517,1399990,108,5,wtórny,1996,1,1,0,0,0, Mokotów, Konduktorska 4,1,5
12987,1390000,108,4,wtórny,2011,1,1,0,0,0, Białołęka, Geodezyjna,0,3
11700,1390000,108,4,wtórny,2011,1,1,0,0,0, Białołęka, Geodezyjna,0,3
6531,1390000,108,4,wtórny,2011,1,1,0,0,0, Białołęka, Geodezyjna,0,3
13994,1150000,108,5,wtórny,1999,0,1,0,0,0, Praga-Południe, Gocławek,3,4
23230,790000,108,5,wtórny,2002,0,0,0,0,0, Wawer, Trakt Lubelski,1,2
14508,1390000,108,4,wtórny,2011,1,1,0,0,0, Białołęka, Geodezyjna,0,3
13611,1390000,108,4,wtórny,2011,1,1,0,0,0, Białołęka, Geodezyjna,0,3
11507,1390000,108,4,wtórny,2011,1,1,0,0,0, Białołęka, Geodezyjna,0,3
6590,1550000,108,4,wtórny,2010,1,1,0,0,0, Praga-Południe, Kwatery Głównej,0,4
21428,1188000,108,4,wtórny,2001,1,1,0,0,0, Ursynów, Stryjeńskich,3,5
4872,2500000,107,4,wtórny,2022,1,0,0,0,0, Mokotów, Konstruktorska,8,8
5287,1950000,107,4,wtórny,2007,1,0,0,0,0, Wilanów,Franciszka Klimczaka,3,3
11445,1293600,107,3,wtórny,2022,0,1,0,0,0, Wilanów, Hektarowa,1,3
19816,1595000,107,4,wtórny,2010,1,1,0,0,0, Wilanów, Wilanów,1,3
13458,3700000,107,4,wtórny,2010,1,0,0,0,0, Śródmieście, Śródmieście,9,18
14805,2220000,107,3,wtórny,2010,1,1,0,0,0, Śródmieście, Grzybowska,5,12
12125,1989600,107,4,pierwotny,2024,1,1,0,0,0, Bemowo, Zaborowska,6,6
5130,1960000,107,4,wtórny,1931,0,1,0,0,0, Żoliborz, Stary Żoliborz,1,1
6004,920000,107,4,wtórny,2002,1,1,0,0,0, Białołęka,Strumykowa,3,4
14284,3700000,107,3,wtórny,1920,1,0,0,0,0, Mokotów, Mokotów,5,5
14511,3700000,107,3,wtórny,1920,1,0,0,0,0, Mokotów, Willowa,5,5
14764,3700000,107,3,wtórny,1920,1,0,0,0,0, Mokotów, Mokotów,5,5
4573,915000,106,3,wtórny,2019,0,1,0,0,0, Białołęka, Białołęka,1,1
3691,1568000,106,4,wtórny,1985,1,0,0,0,0, Mokotów, Czerniakowska,9,14
18989,1990000,106,3,wtórny,2006,1,1,0,0,0, Mokotów, Wiktorska,4,5
20598,1431000,106,5,wtórny,2022,1,1,1,1,1, Praga-Północ, Szwedzka,0,5
23158,1450000,106,5,wtórny,1995,0,0,0,0,0, Wola, Szymczaka,0,5
18892,2300000,106,2,wtórny,2022,1,1,0,0,0, Ochota, Grójecka,11,11
11254,1404000,106,4,pierwotny,2022,1,1,0,0,0, Mokotów, Mokotów,1,7
7856,1430000,105,3,wtórny,2003,1,1,0,0,0, Ochota, Złotego Smoka,5,7
2330,980000,105,3,wtórny,2022,0,1,0,0,0, Wilanów, Syta,1,3
8850,2599000,105,4,wtórny,2021,0,1,0,0,0, Żoliborz, Ludwika Rydygiera,1,8
14150,1400000,105,4,wtórny,1998,0,1,0,0,0, Ursynów, Ekologiczna,2,4
22525,895000,105,4,wtórny,2003,0,0,0,0,0, Białołęka, Żerań,3,4
1730,3000000,105,3,wtórny,1937,0,0,0,0,0, Mokotów, Mokotów,3,3
9587,700000,105,3,wtórny,2002,0,1,0,0,0, Wawer, Ogórkowa,2,2
8361,3700000,105,3,wtórny,1932,1,0,0,0,0, Mokotów, Mokotów,5,5
10265,3700000,105,3,wtórny,1932,1,0,0,0,0, Mokotów,Willowa,5,5
10981,850000,105,5,wtórny,1973,0,1,0,0,0, Targówek,Bystra,2,3
917,539000,105,5,pierwotny,2023,0,1,0,0,0, Wawer,Celulozy,1,1
21005,1180000,105,4,wtórny,2001,0,0,0,0,0, Ursynów, Wilhelma Konrada Roentgena,1,3
2455,995000,104,4,wtórny,2002,1,1,0,0,0, Białołęka, Strumykowa,3,4
14628,1499000,104,3,wtórny,2000,1,1,0,0,0, Śródmieście, Aleja Jana Pawła II,6,28
21826,1360000,104,4,wtórny,1936,0,0,0,0,0, Mokotów, Mokotów,3,4
13643,1360000,104,4,wtórny,1970,0,0,0,0,0, Ochota, Ochota,3,4
12413,1360000,104,4,wtórny,1936,0,0,0,0,0, Śródmieście, al. Aleja Niepodległości,3,4
18884,1799000,104,4,wtórny,1934,0,1,0,0,0, Śródmieście, Rozbrat,1,4
15150,1470000,104,4,wtórny,1930,0,0,0,0,0, Ochota,Słupecka,3,3
14528,1470000,104,4,wtórny,1930,0,0,0,0,0, Ochota, Stara Ochota,3,3
21415,950000,104,4,wtórny,1985,1,0,0,0,0, Praga-Północ, Praga-Północ,6,8
21410,950000,104,4,wtórny,1985,1,0,0,0,0, Praga-Północ, Praga-Północ,6,8
14824,1200000,104,5,wtórny,1995,0,1,0,0,0, Ursynów, Ursynów,2,4
14397,1288000,104,3,wtórny,1929,0,0,0,0,0, Ochota, Ochota,3,4
9857,940000,104,4,wtórny,2003,1,1,0,0,0, Targówek,Łąkocińska,3,4
14932,1200000,103,5,wtórny,1995,0,1,0,0,0, Ursynów,Wąwozowa,2,4
435,1762000,103,3,wtórny,2022,1,1,0,0,0, Wilanów, Hlonda,2,4
4341,1390000,103,5,wtórny,2010,1,1,0,0,0, Ochota, Bitwy Warszawskiej 1920 r.,0,11
12882,1790000,103,3,wtórny,2009,1,1,0,0,0, Wilanów, Prymasa Augusta Hlonda,2,4
1803,1700000,103,3,wtórny,2000,1,1,0,0,0, Mokotów, Jadźwingów,2,5
12666,2500000,103,4,wtórny,1978,1,0,0,0,0, Śródmieście, Śródmieście,1,5
5169,2300000,103,4,wtórny,1979,1,0,0,0,0, Śródmieście, Śródmieście,3,4
11961,799000,103,4,wtórny,1998,0,1,0,0,0, Praga-Południe,Biskupia,4,5
3838,2300000,103,4,wtórny,1976,1,1,0,0,0, Śródmieście, Nowe Miasto,3,5
3587,840000,103,5,pierwotny,2021,1,0,0,0,0, Białołęka, Białołęka,3,3
637,932930,102,4,pierwotny,2023,1,1,0,0,0, Wawer, Wawer,1,5
662,923119,102,4,pierwotny,2023,1,1,0,0,0, Wawer, Wawer,2,5
5530,1095000,102,4,wtórny,2001,0,1,0,0,0, Wawer, Mydlarska,1,2
18067,1359331,102,4,pierwotny,2023,1,0,0,0,0, Mokotów,Polska,3,3
16359,1359300,102,4,pierwotny,2023,1,1,0,0,0, Mokotów, Gościniec,3,3
16736,1660000,102,4,wtórny,2010,1,1,0,0,0, Wilanów, Adama Branickiego,2,4
8221,1500000,102,3,wtórny,2000,1,1,0,0,0, Mokotów, Mokotów,11,15
7627,1299000,102,4,wtórny,2012,1,1,0,0,0, Ochota, Ochota,2,13
23306,1438000,102,4,pierwotny,2021,1,1,1,1,1, Wola,Marcina Kasprzaka,11,24
13740,1550000,102,4,wtórny,2005,1,1,0,0,0, Mokotów,Jana Pawła Woronicza,5,11
12132,1290000,102,4,wtórny,2010,1,1,0,0,0, Śródmieście, al. Aleje Jerozolimskie155,10,11
14371,1250000,102,4,wtórny,2005,1,1,0,0,0, Ochota, Aleje Jerozolimskie,10,15
18021,1450000,101,4,wtórny,2006,1,1,0,0,0, Mokotów, Jana Pawła Woronicza,2,11
11786,1500000,101,4,wtórny,2005,1,1,0,0,0, Mokotów, Jana Pawła Woronicza,5,11
18016,1450000,101,4,wtórny,2006,1,1,0,0,0, Mokotów, Jana Pawła Woronicza,2,11
5324,1830000,101,3,wtórny,2006,1,1,0,0,0, Mokotów, Łagodna,3,4
4371,1280000,101,4,wtórny,2007,0,1,0,0,0, Żoliborz,Włościańska,3,4
9765,1235000,101,4,pierwotny,2021,1,1,0,0,0, Włochy,Ryżowa 22,2,2
2908,2170000,101,3,wtórny,1932,0,0,0,0,0, Praga-Południe,Londyńska,4,4
12143,1175000,101,4,pierwotny,2021,1,1,0,0,0, Włochy,Ryżowa 22,1,2
12663,1333500,101,4,wtórny,2008,1,1,0,0,0, Wola, Wola,5,10
9252,1290000,101,4,wtórny,2006,1,1,0,0,0, Wilanów, al. Wilanowska,4,4
4257,1333500,101,4,wtórny,2022,1,1,0,0,0, Wola, Banderii,5,10
9593,1300000,101,4,wtórny,1996,0,1,0,0,0, Wilanów, Królowej Marysieńki,0,3
16758,1175000,101,4,pierwotny,2021,1,1,0,0,0, Włochy, Stare Włochy,2,2
20850,860000,100,3,wtórny,1932,0,1,0,0,0, Targówek, Władysława Syrokomli,0,2
16784,990000,100,5,wtórny,2016,1,1,0,0,0, Praga-Południe, Gocławek,4,4
3304,850000,100,4,wtórny,2005,0,1,0,0,0, Ursus, Ursus,3,3
13524,870000,100,4,pierwotny,2023,0,1,0,0,0, Wawer, Sęczkowa,0,4
1851,1070000,100,4,wtórny,2020,0,1,0,0,0, Białołęka, Echa Leśne,1,2
14474,1498000,100,4,wtórny,2008,1,1,0,0,0, Mokotów, Pory,1,6
1570,2500000,100,4,wtórny,1938,0,1,0,0,0, Żoliborz, Stary Żoliborz,1,1
13936,1305000,100,4,wtórny,2003,1,1,0,0,0, Ochota,Mołdawska,5,6
3010,1900000,100,3,wtórny,2002,1,1,0,0,0, Mokotów, al. Aleja Wilanowska,2,8
2713,1349000,100,4,pierwotny,2022,1,1,0,0,0, Mokotów, Domaniewska 47,1,7
11729,1455000,100,4,wtórny,2012,1,1,0,0,0, Wilanów, Prymasa Augusta Hlonda,3,4
4625,1700000,100,3,wtórny,2000,1,1,0,0,0, Wola, Łucka,2,6
177,739999,100,3,wtórny,2022,0,1,0,0,0, Ursus, Poczty Gdańskiej,3,4
16831,2000000,100,3,wtórny,1939,0,0,0,0,0, Mokotów, Odyńca,3,4
6610,1380000,100,2,wtórny,2003,1,1,0,0,0, Wilanów, Wilanów,0,2
13589,929000,100,4,wtórny,2013,0,1,0,0,0, Wawer, Miedzeszyn,1,2
12499,1050000,100,4,wtórny,1950,0,1,0,0,0, Mokotów, Morszyńska,1,2
8765,739999,100,3,wtórny,2000,0,1,0,0,0, Ursus,Poczty Gdańskiej ,3,4
3558,1395000,100,5,wtórny,2010,1,1,0,0,0, Bemowo,Franciszka Kawy,5,5
20591,1350000,100,3,wtórny,2001,0,1,0,0,0, Ochota, Włodarzewska,3,3
12475,1050000,100,4,wtórny,1950,0,1,0,0,0, Mokotów, Morszyńska,1,2
11683,2160000,99,3,wtórny,2022,1,1,0,0,0, Mokotów, Opoczyńska,1,4
6571,1790000,99,4,wtórny,2007,1,1,0,0,0, Mokotów, Mokotów,5,6
20234,1400000,99,3,wtórny,2021,1,1,0,0,0, Wola, Wola,6,6
10328,2190000,99,3,wtórny,2008,1,1,0,0,0, Wilanów, Wilanów,1,3
15815,930000,99,3,wtórny,1999,0,1,0,0,0, Bemowo,Zeusa,2,2
15330,930000,99,3,wtórny,1999,0,1,0,0,0, Bemowo,Zeusa,2,2
1409,1850000,99,4,wtórny,2013,1,1,0,0,0, Wilanów,Franciszka Klimczaka,2,4
4157,1620000,99,4,wtórny,2010,1,1,0,0,0, Mokotów,Ludwika Idzikowskiego,4,4
13019,1299000,99,4,wtórny,2021,1,1,0,0,0, Ursynów, Poloneza,2,3
9990,1459000,99,4,wtórny,2011,1,1,0,0,0, Praga-Południe,Jana Nowaka-Jeziorańskiego,1,8
2083,1299000,99,4,wtórny,2021,1,1,0,0,0, Ursynów, Polki 7,2,3
14427,1479000,99,4,wtórny,2006,1,0,0,0,0, Praga-Południe, Gocław,1,11
4687,2275000,99,4,wtórny,2018,1,1,0,0,0, Mokotów, Żegiestowska,2,2
11831,1459000,99,4,wtórny,2010,1,1,0,0,0, Praga-Południe,Jana Nowaka-Jeziorańskiego,1,8
13324,749999,99,3,wtórny,2021,0,1,0,0,0, Białołęka, Białołęka,1,1
10965,823277,99,4,pierwotny,2025,1,1,0,0,0, Białołęka,Płochocińska,0,3
10952,818150,98,4,pierwotny,2025,1,1,0,0,0, Białołęka,Płochocińska,1,3
2937,1230000,98,4,wtórny,1999,1,1,0,0,0, Bemowo, Bemowo,5,8
7316,1850000,98,4,wtórny,2004,1,0,0,0,0, Ochota,Juliana Ursyna Niemcewicza,11,14
4922,1250000,98,4,wtórny,2010,1,0,0,0,0, Bielany,Wólczyńska 63,0,5
7566,1860000,98,3,wtórny,2014,1,1,0,0,0, Wola, symboliczna 3,8,9
312,1860000,98,3,wtórny,2014,1,1,0,0,0, Wola, symboliczna 3,8,9
10808,1860000,98,3,wtórny,2022,1,1,0,0,0, Wola, Symboliczna,8,9
3952,1860000,98,3,wtórny,2014,1,1,0,0,0, Wola, symboliczna 3,8,9
6819,1160000,98,3,wtórny,2016,0,1,0,0,0, Białołęka,Białołęcka,3,3
7457,2500000,98,3,wtórny,1917,1,0,0,0,0, Praga-Północ, Praga-Północ,2,5
3837,1250000,98,4,wtórny,2010,1,1,0,0,0, Bielany, Bielany,0,5
8824,1050000,97,4,pierwotny,2022,0,1,0,0,0, Mokotów,Domaniewska,1,6
11599,1161000,97,4,pierwotny,2024,1,0,1,1,1, Praga-Południe, Mińska ,0,5
2904,880391,97,4,pierwotny,2021,0,1,1,1,1, Wawer,Jeziorowa,0,2
2278,940000,97,4,wtórny,2000,0,1,0,0,0, Targówek,Suwalska,1,4
16628,1897350,97,3,wtórny,2022,0,0,0,0,0, Mokotów, Ludwika Narbutta,1,4
15779,1891000,97,4,wtórny,1938,1,0,0,0,0, Śródmieście, Kopernika/Krakowskie Przedmieście/balkon/winda/piękna kamienica z 1938 r.,4,7
4660,1285000,97,4,wtórny,2005,0,1,0,0,0, Rembertów, Roty,0,1
20691,1600000,97,4,pierwotny,2021,1,1,0,0,0, Wola,Marcina Kasprzaka,11,27
21666,1100000,97,4,wtórny,2004,1,1,0,0,0, Ursynów, Pileckiego,1,6
6659,1240000,97,3,wtórny,1999,1,1,0,0,0, Śródmieście, Zimna,3,7
12354,1290000,97,3,wtórny,2022,0,1,0,0,0, Śródmieście, Zimna,3,10
13838,1240000,97,3,wtórny,1999,1,1,0,0,0, Śródmieście, Zimna,3,7
10499,1236480,96,3,wtórny,1998,0,1,0,0,0, Ursynów,Polnej Róży,2,3
19878,948000,96,5,wtórny,2000,0,0,0,0,0, Praga-Południe, Tarnowiecka,3,4
10040,1340000,96,4,wtórny,2008,1,1,0,0,0, Mokotów, Pory,0,10
10274,1550000,96,3,wtórny,2012,1,1,0,0,0, Wilanów, Adama Branickiego,2,4
2984,849000,96,4,wtórny,1997,0,0,0,0,0, Praga-Południe,Poligonowa,2,4
7114,1650000,96,3,wtórny,2007,1,1,0,0,0, Żoliborz, Żoliborz,6,12
10012,1650000,96,3,wtórny,2007,1,1,0,0,0, Żoliborz, Żoliborz,6,12
16611,850000,96,3,pierwotny,2022,0,1,0,0,0, Wesoła, Wesoła,1,2
3293,1492800,96,5,wtórny,2009,1,1,1,1,1, Wola,Banderii,2,9
14116,1820000,96,3,wtórny,2001,1,1,0,0,0, Mokotów,Bogunki,5,5
2335,1430000,96,3,wtórny,2016,1,1,0,0,0, Praga-Południe, Jugosłowiańska,6,13
20173,1389100,95,4,wtórny,2010,1,1,0,0,0, Ochota, Szczęśliwice,0,10
6028,1300000,95,4,wtórny,1999,1,1,0,0,0, Ochota, Ochota,5,6
9922,2200000,95,4,wtórny,1936,0,0,0,0,0, Śródmieście, Śródmieście,3,3
3983,2200000,95,4,wtórny,1936,0,0,0,0,0, Śródmieście,Juliana Smulikowskiego,3,3
23198,1690000,95,3,wtórny,1924,0,0,0,0,0, Śródmieście, Nowy Świat,2,4
