,Address,Price,Space,Rooms,Market,Year,Evelevator,Balcony,Level,Parking place
3191,"Warszawa, Wilanów, Prymasa Augusta Hlonda",1200000.0,89.0,3,wtórny,2009,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",ogródek,parter/4,garaż/miejsce parkingowe
3192,"Warszawa, Włochy, Aleja Krakowska",,39.31,2,,,,,6/10,garaż/miejsce parkingowe
3193,"Warszawa, Bielany",440000.0,27.0,1,wtórny,1970,monitoring / ochrona,balkon,4/4,
3194,"Warszawa, Praga-Północ, ul. Folwarczna",,42.83,1,pierwotny,1936,tak,balkon,4/4,
3195,"Warszawa, Praga-Północ, ul. Folwarczna",,41.96,2,pierwotny,1936,tak,balkon,4/4,
3196,"Warszawa, Ochota, Białobrzeska",616000.0,52.5,2,wtórny,1947,nie,,parter/3,
3197,"Warszawa, Praga-Północ, ul. Folwarczna",,39.64,1,pierwotny,1936,tak,balkon,4/4,
3198,"Warszawa, Bemowo, ul. Stanisława Lencewicza",496000.0,46.0,2,,,,,,
3199,"Warszawa, Mokotów, ul. Iberyjska",510000.0,44.0,2,wtórny,plastikowe,"lodówka, meble, piekarnik, kuchenka, pralka",balkon,7/1,
3200,"Warszawa, Mokotów, Górny Mokotów, Wołoska 54",777000.0,50.29,2,wtórny,1956,nie,balkon,4/4,
3201,"Warszawa, Praga-Północ, ul. Folwarczna",,32.08,1,pierwotny,1936,tak,balkon,parter/4,
3202,"Warszawa, Bemowo, ul. Obrońców Tobruku",499000.0,39.51,2,wtórny,2022-05-06,tak,balkon,1/3,
3203,"Warszawa, Praga-Północ, ul. Folwarczna",,35.88,1,pierwotny,1936,tak,balkon,parter/4,
3204,"Warszawa, Białołęka, Oczary",699000.0,55.0,2,wtórny,2012,tak,balkon,1/2,garaż/miejsce parkingowe
3205,"Warszawa, Praga-Północ, ul. Folwarczna",,40.41,1,pierwotny,1936,tak,balkon,3/4,
3206,"Warszawa, Praga-Południe, Szaserów",470000.0,36.0,2,wtórny,1966,nie,,parter/4,
3207,"Warszawa, Białołęka, Pabla Picassa",360000.0,32.1,2,wtórny,1980,"piwnica, pom. użytkowe",,3/10,
3208,"Warszawa, Praga-Północ, ul. Folwarczna",,33.61,2,pierwotny,1936,tak,balkon,2/4,
3209,"Warszawa, Praga-Północ, ul. Folwarczna",,46.47,2,pierwotny,1936,tak,balkon,2/4,
3210,"Warszawa, Praga-Północ, ul. Folwarczna",,38.15,1,pierwotny,1936,tak,balkon,2/4,
3211,"Warszawa, Wola, Kolejowa",1418000.0,82.18,4,pierwotny,2023-12-31,drewniane,balkon,1/8,
3212,"Warszawa, Bemowo",539000.0,50.0,3,wtórny,2022-05-11,plastikowe,balkon,4/10,
3213,"Warszawa, Bielany",480000.0,50.64,2,wtórny,2022-05-11,plastikowe,balkon,9/12,
3214,"Warszawa, Ursynów",1290000.0,79.48,4,wtórny,2022-05-27,tak,taras,parter/10,garaż/miejsce parkingowe
3215,"Warszawa, Białołęka, ul. Geodezyjna",1576000.0,118.39,4,wtórny,apartamentowiec,,,parter,
3216,"Warszawa, Wola, Tadeusza Krępowieckiego",500000.0,42.0,2,wtórny,1970,piwnica,balkon,4/10,
3217,"Warszawa, Ochota",614000.0,53.0,2,wtórny,2022-05-11,plastikowe,,parter/3,
3218,"Warszawa, Białołęka, Ostródzka 118",,62.95,3,,,,balkon,1/2,garaż/miejsce parkingowe
3219,"Warszawa, Ursynów, Koński Jar",669000.0,58.0,3,wtórny,blok,"piwnica, oddzielna kuchnia, pom. użytkowe",balkon,7/7,
3220,"Warszawa, Wola, Stańczyka",600000.0,47.0,3,wtórny,2019,,,7/14,
3221,"Warszawa, Praga-Południe, al. Aleja Jerzego Waszyngtona",575000.0,46.38,2,wtórny,1955,,,1/3,
3222,"Warszawa, Białołęka, Aluzyjna",790000.0,80.8,4,wtórny,2018,monitoring / ochrona,ogródek,parter/4,garaż/miejsce parkingowe
3223,"Warszawa, Wilanów, al. Aleja Wilanowska",850000.0,62.94,2,wtórny,2008,"telewizja kablowa, internet, telefon","balkon, ogródek, taras",parter/4,garaż/miejsce parkingowe
3224,"Warszawa, Mokotów, ul. Edwarda Józefa Abramowskiego",933000.0,44.24,2,,,,,8/8,garaż/miejsce parkingowe
3225,"Warszawa, Targówek, ul. Baryczków",719432.0,62.02,3,,,,,5/6,garaż/miejsce parkingowe
3226,"Warszawa, Targówek, ul. Baryczków",1013840.0,88.16,4,,,,balkon,5/6,garaż/miejsce parkingowe
3227,"Warszawa, Mokotów, Służewiec, Puławska",1200000.0,74.2,3,wtórny,2009,oddzielna kuchnia,balkon,6/10,
3228,"Warszawa, Wola",823000.0,51.68,2,wtórny,2022,tak,balkon,3/3,
3229,"Warszawa, Wola, Pawia",570000.0,38.0,1,wtórny,2021-11-22,,,8/8,
3230,"Warszawa, Ursus, Dzieci Warszawy",672210.0,63.65,2,pierwotny,2022-09-01,plastikowe,balkon,1/4,garaż/miejsce parkingowe
3231,"Warszawa, Praga-Południe, al. Aleja Stanów Zjednoczonych",675000.0,56.7,2,wtórny,1962,tak,balkon,5/10,
3232,"Warszawa, Ursynów, ul. Wąwozowa",1200000.0,103.9,5,wtórny,1995,nie,balkon,2/4,garaż/miejsce parkingowe
3233,"Warszawa, Targówek, Radzymińska",647000.0,56.5,2,wtórny,2017,tak,balkon,5/5,garaż/miejsce parkingowe
3234,"Warszawa, Śródmieście",1335000.0,74.9,3,wtórny,1953,"system alarmowy, drzwi / okna antywłamaniowe, domofon / wideofon",,parter/4,
3235,"Warszawa, Włochy, ul. Równoległa",920000.0,81.0,4,wtórny,2020,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",balkon,5/5,garaż/miejsce parkingowe
3236,"Warszawa, Śródmieście, Śródmieście Północne",900000.0,61.0,3,wtórny,1960,nie,,parter/3,
3237,"Warszawa, Białołęka, Nowodwory, ul. Aluzyjna",676000.0,57.0,3,pierwotny,2021,tak,ogródek,parter/4,garaż/miejsce parkingowe
3238,"Warszawa, Wilanów, ul. Aleksandra Gieysztora",745000.0,45.0,2,wtórny,2020-01-10,drewniane,balkon,1/4,garaż/miejsce parkingowe
3239,"Warszawa, Ursynów, ul. Kłobucka 23E",1100000.0,73.45,3,wtórny,2013,tak,"balkon, taras",2/10,garaż/miejsce parkingowe
3240,"Warszawa, Włochy, ul. Równoległa",920000.0,81.0,4,wtórny,2020,"teren zamknięty, domofon / wideofon, monitoring / ochrona",balkon,5/5,garaż/miejsce parkingowe
3241,"Warszawa, Praga-Północ",362000.0,25.9,1,wtórny,2022,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",,1/4,
3242,"Warszawa, Wola, Grzybowska",3650000.0,135.0,4,pierwotny,2022,tak,,&gt; 10/28,garaż/miejsce parkingowe
3243,"Warszawa, Wola, Obozowa",1552320.0,78.4,4,wtórny,2018,tak,ogródek,parter/6,garaż/miejsce parkingowe
3244,"Warszawa, Śródmieście, Piękna",1370000.0,67.65,3,wtórny,1930,piwnica,,4/4,
3245,"Warszawa, Wola, Wronia",1529500.0,95.0,4,pierwotny,2021,tak,balkon,6/7,garaż/miejsce parkingowe
3246,"Warszawa, Ochota, Rakowiec, ul. Harfowa",726580.0,42.74,2,pierwotny,2024,pom. użytkowe,"ogródek, taras",parter/4,garaż/miejsce parkingowe
3247,"Warszawa, Białołęka, ul. Odkryta 50",,46.2,2,pierwotny,2023,"telewizja kablowa, internet",balkon,3/4,garaż/miejsce parkingowe
3248,"Warszawa, Śródmieście, Żurawia",3100000.0,116.5,4,wtórny,1912,"system alarmowy, monitoring / ochrona",balkon,1/5,
3249,"Warszawa, Praga-Południe, Gocławek, Naddnieprzańska",570000.0,43.85,2,wtórny,2013,tak,balkon,1/4,garaż/miejsce parkingowe
3250,"Warszawa, Mokotów, Stegny, ul. Egejska",556000.0,52.9,3,wtórny,2022-05-01,nie,balkon,parter/4,
3251,"Warszawa, Bielany",629990.0,56.6,3,wtórny,1969,tak,,parter/10,garaż/miejsce parkingowe
3252,"Warszawa, Włochy, Popularna",585000.0,45.46,2,pierwotny,2022,monitoring / ochrona,,2/3,garaż/miejsce parkingowe
3253,"Warszawa, Włochy",533000.0,40.03,2,pierwotny,2022,monitoring / ochrona,,1/3,
3254,"Warszawa, Bemowo, Marynin",831000.0,61.62,3,wtórny,2023-12-27,plastikowe,balkon,3/5,garaż/miejsce parkingowe
3255,"Warszawa, Włochy",585000.0,45.46,2,pierwotny,2022,monitoring / ochrona,balkon,2/5,
3256,"Warszawa, Targówek, Wierna",799000.0,70.2,4,wtórny,2019,monitoring / ochrona,,parter/3,garaż/miejsce parkingowe
3257,"Warszawa, Targówek, Aleksandra Gajkowicza",655000.0,58.6,3,wtórny,1978,monitoring / ochrona,,2/4,
3258,"Warszawa, Śródmieście",435500.0,26.4,1,wtórny,1965,tak,,4/9,
3259,"Warszawa, Bemowo, Jelonki",549000.0,45.4,2,wtórny,1977,tak,balkon,9/10,
3260,"Warszawa, Praga-Południe, Saska Kępa",680000.0,57.0,3,wtórny,1973,nie,balkon,4/4,
3261,"Warszawa, Ursus, ul. Posag 7 Panien",,63.52,3,pierwotny,2023,domofon / wideofon,balkon,1,garaż/miejsce parkingowe
3262,"Warszawa, Włochy, al. Aleje Jerozolimskie",,45.16,2,,,,,2/3,garaż/miejsce parkingowe
3263,"Warszawa, Białołęka, ul. Gioacchino Rossiniego",,42.11,2,,,,balkon,1/2,garaż/miejsce parkingowe
3264,"Warszawa, Wola, ul. Sławińska",1027000.0,67.44,3,,,,balkon,3/8,garaż/miejsce parkingowe
3265,"Warszawa, Mokotów, Służewiec, Komputerowa",999900.0,69.05,3,wtórny,2022-06-30,plastikowe,"balkon, taras",4/7,garaż/miejsce parkingowe
3266,"Warszawa, Śródmieście, ul. Nowy Świat",3100000.0,124.0,4,wtórny,1950,tak,balkon,2/2,
3267,"Warszawa, Bielany",630000.0,56.3,3,wtórny,1968,tak,balkon,1/10,
3268,"Warszawa, Mokotów, ul. Puławska",449000.0,37.38,2,wtórny,2022-04-25,tak,,2/4,
3269,"Warszawa, Włochy, Jutrzenki",449000.0,34.2,2,pierwotny,2023,,,6/6,
3270,"Warszawa, Praga-Południe, Grochowska",599000.0,47.3,2,wtórny,1968,tak,balkon,5/10,
3271,"Warszawa, Ursynów",749000.0,56.6,3,wtórny,1980,tak,balkon,&gt; 10/15,
3272,"Warszawa, Białołęka, Głębocka",449000.0,33.0,2,wtórny,2007,monitoring / ochrona,"balkon, ogródek, taras",1/4,garaż/miejsce parkingowe
3273,"Warszawa, Ursynów, Polki",1286000.0,99.0,4,wtórny,2021,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",balkon,2/3,garaż/miejsce parkingowe
3274,"Warszawa, Ursus",1130913.0,87.0,4,wtórny,2008,"piwnica, pom. użytkowe",balkon,5/7,garaż/miejsce parkingowe
3275,"Warszawa, Mokotów, Bluszczańska",57585652.0,40.08,2,pierwotny,2023,monitoring / ochrona,,2/3,
3276,"Warszawa, Mokotów, Górny Mokotów",2200000.0,128.77,4,pierwotny,2022,tak,taras,8/8,garaż/miejsce parkingowe
3277,"Warszawa, Bemowo",976800.0,74.0,3,wtórny,2000,tak,balkon,2/6,garaż/miejsce parkingowe
3278,"Warszawa, Mokotów",2620000.0,139.0,3,wtórny,2006,tak,"balkon, taras",parter/3,garaż/miejsce parkingowe
3279,"Warszawa, Mokotów, Jana Karola Chodkiewicza",8300000.0,315.0,5,wtórny,2022-04-28,telefon,"balkon, taras",6/7,
3280,"Warszawa, Śródmieście, Złota",13300000.0,208.4,5,pierwotny,2022-04-28,tak,,&gt; 10/52,
3281,"Warszawa, Mokotów",700000.0,43.0,2,wtórny,2018,inne,balkon,2/7,
3282,"Warszawa, Białołęka, Choszczówka, Józefa Mehoffera",645000.0,58.66,3,wtórny,2009,nie,balkon,parter/3,
3283,"Warszawa, Targówek, ul. Janowiecka",,30.4,1,,,,balkon,3/3,garaż/miejsce parkingowe
3284,"Warszawa, Targówek, ul. Janowiecka",,30.42,1,,,,balkon,3/3,garaż/miejsce parkingowe
3285,"Warszawa, Targówek, ul. Janowiecka",,62.82,4,,,,balkon,3/3,garaż/miejsce parkingowe
3286,"Warszawa, Targówek, ul. Janowiecka",,42.56,2,,,,balkon,3/3,garaż/miejsce parkingowe
3287,"Warszawa, Targówek, ul. Janowiecka",,30.42,1,,,,balkon,1/3,garaż/miejsce parkingowe
3288,"Warszawa, Mokotów",685000.0,47.7,2,wtórny,2008,nie,balkon,1/4,
3289,"Warszawa, Bielany, ul. Klaudyny",589000.0,54.7,3,wtórny,2022-06-06,plastikowe,balkon,&gt; 10/15,
3290,"Warszawa, Mokotów",699000.0,49.4,2,wtórny,1977,nie,,parter/11,
3291,"Warszawa, Ursynów, Polki",729000.0,52.5,3,wtórny,2020,tak,balkon,2/3,garaż/miejsce parkingowe
3292,"Warszawa, Bemowo, ul. Rozłogi",,57.12,3,,,,,4/6,garaż/miejsce parkingowe
3293,"Warszawa, Mokotów",499000.0,37.5,2,wtórny,1967,cegła,,4/10,
3294,"Warszawa, Praga-Południe, Saska Kępa, al. Aleja Stanów Zjednoczonych",675000.0,56.7,2,wtórny,2022-05-20,plastikowe,balkon,5/10,
3295,"Warszawa, Białołęka, Tarchomin, Erazma z Zakroczymia",640000.0,73.1,3,wtórny,1996,teren zamknięty,balkon,7/10,
3296,"Warszawa, Praga-Północ, Szmulowizna, Radzymińska",435000.0,37.0,2,wtórny,1974,tak,,8/10,
3297,"Warszawa, Białołęka",345000.0,33.4,1,wtórny,2000,nie,balkon,3/3,garaż/miejsce parkingowe
3298,"Warszawa, Praga-Południe, Grochów",240000.0,12.9,1,wtórny,kamienica,,,,
3299,"Warszawa, Praga-Południe, Grochów",750000.0,63.0,3,wtórny,1981,,,4/16,
3300,"Warszawa, Targówek, ul. Żytomierska",,95.27,4,,,,,3/7,garaż/miejsce parkingowe
3301,"ul. Herbu Oksza, Warszawa, mazowieckie",,41.33,2,,,,balkon,2/7,garaż/miejsce parkingowe
3302,"Warszawa, Rembertów, ul. Chełmżyńska",508092.0,56.77,3,,,,balkon,5/5,garaż/miejsce parkingowe
3303,"Warszawa, Włochy, Aleja Krakowska",507133.0,36.75,2,,,,,1/10,garaż/miejsce parkingowe
3304,"Warszawa, Mokotów",780000.0,67.4,4,wtórny,1975,tak,balkon,4/10,
3305,"Warszawa, Bielany",549000.0,35.26,2,wtórny,1978,nie,,4/4,
3306,"Warszawa, Centrum",2200000.0,95.0,4,wtórny,1928,nie,balkon,3/3,
3307,"Warszawa, Mokotów",2590000.0,185.0,4,wtórny,2000,meble,taras,6/6,garaż/miejsce parkingowe
3308,"Warszawa, Wesoła, Fabryczna",582150.0,58.59,3,pierwotny,2022-10-31,,ogródek,parter/4,garaż/miejsce parkingowe
3309,"Warszawa, Białołęka, Skarbka z Gór",570000.0,54.2,2,wtórny,2005,monitoring / ochrona,,1/3,garaż/miejsce parkingowe
3310,"Warszawa, Żoliborz, Czarnieckiego",4500000.0,160.0,4,wtórny,1929,nie,ogródek,1/2,
3311,"Warszawa, Śródmieście, Powiśle",2580000.0,109.57,3,wtórny,2005,,,5/5,garaż/miejsce parkingowe
3312,"Warszawa, Bielany",460000.0,38.0,2,wtórny,1973,nie,,parter/4,
3313,"Warszawa, Ochota, Rakowiec, ul. Harfowa",717060.0,42.18,2,pierwotny,2024,"teren zamknięty, domofon / wideofon, monitoring / ochrona","ogródek, taras",parter/4,garaż/miejsce parkingowe
3314,"Warszawa, Białołęka, ul. Odkryta 50",,46.9,2,pierwotny,2023,"telewizja kablowa, internet",balkon,3/4,garaż/miejsce parkingowe
3315,"Warszawa, mazowieckie",48621544.0,37.06,2,pierwotny,apartamentowiec,,balkon,2/4,garaż/miejsce parkingowe
3316,"Warszawa, Wola, ul. Burakowska 16",585000.0,29.8,1,wtórny,2016,tak,balkon,3/6,
3317,"Warszawa, Białołęka",649000.0,68.74,3,wtórny,1981,tak,balkon,7/12,
3318,"Warszawa, Wola, ul. Nakielska",,66.46,3,pierwotny,2023,domofon / wideofon,balkon,4,garaż/miejsce parkingowe
3319,"Warszawa, Śródmieście, Śródmieście Północne",1200000.0,45.32,2,wtórny,1957,tak,"balkon, taras",6/6,
3320,"Warszawa, Żoliborz",1800000.0,74.0,3,wtórny,2013,tak,balkon,8/9,garaż/miejsce parkingowe
3321,"Warszawa, Ursus, Taylora Karola",510000.0,46.4,2,wtórny,2022-06-20,tak,balkon,6/7,garaż/miejsce parkingowe
3322,"Warszawa, Żoliborz, Sady Żoliborskie, Stanisława Dygata",869000.0,45.0,1,wtórny,2015,tak,balkon,4/5,garaż/miejsce parkingowe
3323,"Warszawa, Bemowo",672000.0,56.0,2,wtórny,2005,tak,balkon,2/8,garaż/miejsce parkingowe
3324,"Warszawa, Ursynów, Kabaty, Ekologiczna",2799999.0,250.0,6,wtórny,2022-04-05,plastikowe,balkon,3/5,garaż/miejsce parkingowe
3325,"Warszawa, Ursynów, ul. rtm. Witolda Pileckiego",640000.0,51.0,2,wtórny,2000,tak,balkon,3/8,
3326,"Warszawa, Śródmieście, Grzybowska",1439000.0,67.0,2,wtórny,nie,,,5/22,
3327,"Warszawa, Mokotów, Górny Mokotów, Puławska",999999.0,52.0,2,wtórny,2022-03-15,tak,balkon,3/6,
3328,"Warszawa, Białołęka, Żeglugi Wiślanej",557000.0,66.0,3,wtórny,2009,tak,,2/3,garaż/miejsce parkingowe
3329,"Warszawa, Białołęka",799000.0,81.0,4,wtórny,2018,"system alarmowy, monitoring / ochrona",ogródek,parter/5,garaż/miejsce parkingowe
3330,"Warszawa, Praga-Południe, Saska Kępa, Międzynarodowa",555000.0,45.5,3,wtórny,1969,monitoring / ochrona,balkon,1/10,
3331,"Warszawa, Praga-Południe, Grochów, Chrzanowskiego",420000.0,34.0,1,wtórny,1957,nie,,3/4,
3332,"Warszawa, Mokotów, Siekierki",729000.0,47.0,2,wtórny,2021-10-06,plastikowe,balkon,1/3,garaż/miejsce parkingowe
3333,"Warszawa, Wilanów, Prymasa Augusta Hlonda",960000.0,60.0,3,wtórny,2022-02-11,tak,ogródek,parter/4,
3334,"Warszawa, Mokotów",795000.0,50.0,2,wtórny,2013,nie,balkon,3/8,
3335,"Warszawa, Wawer, Anin",728000.0,56.7,2,wtórny,2010,nie,balkon,1/2,garaż/miejsce parkingowe
3336,"Warszawa, Wola, al. Aleja",600000.0,48.2,3,wtórny,2022-05-10,plastikowe,balkon,6/10,
3337,"Warszawa, Targówek, ul. Płosa",428040.0,31.0,1,wtórny,2021-10-07,tak,"balkon, taras",1/4,
3338,"Warszawa, Śródmieście",596400.0,35.5,2,wtórny,1970,tak,,parter/9,
3339,"Warszawa, Praga-Północ, Wileńska",589000.0,50.0,2,wtórny,2002,,,1/5,
3340,"Warszawa, Śródmieście, Stanisława Moniuszki",699000.0,36.56,2,wtórny,1963,,,9/9,
3341,"Warszawa, Rembertów, ul. Przedświt",499000.0,56.8,3,wtórny,1940,"drzwi / okna antywłamaniowe, teren zamknięty",,1/1,
3342,"Warszawa, Ursynów",679000.0,53.0,2,wtórny,1989,monitoring / ochrona,balkon,10/10,
3343,"Warszawa, Żoliborz, Stanisława Dygata",985000.0,52.0,2,wtórny,2014,tak,balkon,2/5,garaż/miejsce parkingowe
3344,"Warszawa, Śródmieście",960000.0,32.2,1,wtórny,2020,tak,balkon,3/10,garaż/miejsce parkingowe
3345,"Warszawa, Praga-Południe",580000.0,46.4,2,wtórny,1955,nie,balkon,1/3,
3346,"Warszawa, Śródmieście, Złota",730000.0,49.0,3,wtórny,1962,tak,balkon,4/8,
3347,"Warszawa, Bielany, Osikowa",610000.0,62.4,3,wtórny,1983,piwnica,balkon,parter/8,
3348,"Warszawa, Bemowo, Mieczysława Wolfkego",539000.0,52.5,3,wtórny,2022-03-28,tak,balkon,8/10,
3349,"Warszawa, Wola, Smocza",420000.0,26.4,1,wtórny,2022-04-23,nie,,4/9,
3350,"Warszawa, Wola",869927.0,42.98,2,pierwotny,2024-08-30,aluminiowe,,5/29,garaż/miejsce parkingowe
3351,"Warszawa, Wola",1696999.0,79.52,3,pierwotny,2024-08-30,aluminiowe,,5/29,garaż/miejsce parkingowe
3352,"Warszawa, Żoliborz",611000.0,47.2,2,wtórny,1980,tak,balkon,parter/11,
3353,"Warszawa, Bielany",549000.0,46.0,2,wtórny,1980,"piwnica, oddzielna kuchnia",balkon,5/10,
3354,"Warszawa, Mokotów, ul. Kazimierzowska",1040000.0,56.0,2,wtórny,1952,nie,balkon,1/3,garaż/miejsce parkingowe
3355,"Warszawa, Wilanów, al. Aleja Rzeczypospolitej",840360.0,56.4,2,wtórny,2009,tak,balkon,2/4,garaż/miejsce parkingowe
3356,"Warszawa, Praga-Południe, ul. Apteczna",304000.0,20.0,1,wtórny,1954,nie,,2/4,
3357,"Warszawa, Żoliborz",1650000.0,68.0,3,wtórny,2000,"telewizja kablowa, internet, telefon",balkon,3/7,garaż/miejsce parkingowe
3358,"Warszawa, Wola, ul. Ciepła",1484000.0,58.57,3,,,,,9/16,garaż/miejsce parkingowe
3359,"Warszawa, Bemowo",610000.0,48.0,2,wtórny,1978,tak,balkon,8/10,garaż/miejsce parkingowe
3360,"Warszawa, Ursynów, ul. Kłobucka",,60.26,3,,,,balkon,1/5,garaż/miejsce parkingowe
3361,"Warszawa, Praga-Południe",585000.0,62.0,3,wtórny,1978,tak,balkon,&gt; 10/12,
3362,"Warszawa, Wola, ul. Ciepła",1559000.0,79.04,3,,,,,2/16,garaż/miejsce parkingowe
3363,"Warszawa, Bemowo, ul. gen. Waleriana Czumy",583480.0,50.3,2,wtórny,1979,tak,balkon,8/8,
3364,"Warszawa, Praga-Południe, Saska Kępa, Paryska",565000.0,45.01,2,wtórny,2022-04-01,plastikowe,,1/2,garaż/miejsce parkingowe
3365,"Warszawa, Wilanów, Adama Branickiego",840000.0,53.0,2,wtórny,2012,tak,"ogródek, taras",parter/4,garaż/miejsce parkingowe
3366,"Warszawa, Wilanów",780000.0,55.0,2,wtórny,2017,pom. użytkowe,balkon,1/2,garaż/miejsce parkingowe
3367,"Warszawa, Włochy, ul. Budki Szczęśliwickie",724000.0,68.4,3,wtórny,2022,tak,ogródek,parter/5,garaż/miejsce parkingowe
3368,"Warszawa, Bielany, ul. Stanisława Przybyszewskiego",649000.0,49.4,2,wtórny,1955,nie,,parter/3,
3369,"Warszawa, Śródmieście, Al. Solidarności",570000.0,48.2,3,wtórny,1968,oddzielna kuchnia,balkon,6/10,
3370,"Warszawa, Praga-Południe",710000.0,57.0,3,wtórny,1980,"telewizja kablowa, internet, telefon",balkon,8/15,
3371,"Warszawa, Śródmieście",960000.0,32.2,1,wtórny,2020,tak,"balkon, taras",3/10,garaż/miejsce parkingowe
3372,"Warszawa, Targówek, Ludwika Kondratowicza",570000.0,41.5,1,wtórny,2002,monitoring / ochrona,,10/16,garaż/miejsce parkingowe
3373,"Warszawa, Ursynów",759284.0,63.3,3,wtórny,1970,"telewizja kablowa, internet, telefon",balkon,6/7,
3374,"Warszawa, Mokotów, Służewiec, Wincentego Rzymowskiego",999000.0,72.0,3,wtórny,1983,,"balkon, taras",10/11,garaż/miejsce parkingowe
3375,"Warszawa, Ursus, Skorosze",625000.0,58.96,3,pierwotny,2022,tak,taras,5/6,garaż/miejsce parkingowe
3376,"Warszawa, Wawer, Celulozy",994999.0,129.0,4,wtórny,2022-03-01,plastikowe,"ogródek, taras",1/1,garaż/miejsce parkingowe
3377,"Warszawa, Praga-Południe, Gocław, Komorska",635000.0,62.1,5,wtórny,2021-09-28,plastikowe,,&gt; 10/12,
3378,"Warszawa, Wola, ul. Górczewska",560000.0,50.0,3,wtórny,2022-04-01,plastikowe,balkon,4/10,
3379,"Warszawa, Wola",480000.0,37.5,2,wtórny,1970,tak,,7/10,
3380,"Warszawa, Wilanów",2673000.0,123.0,4,wtórny,2018,,,2/2,garaż/miejsce parkingowe
3381,"Warszawa, Białołęka, ul. Aluzyjna",,41.03,2,,,,ogródek,parter/5,garaż/miejsce parkingowe
3382,"Warszawa, Białołęka, ul. Aluzyjna",,113.92,5,,,,"taras, balkon",5/5,garaż/miejsce parkingowe
3383,"Warszawa, Białołęka, ul. Odkryta 50",,78.98,4,pierwotny,2023,"telewizja kablowa, internet",balkon,3/4,garaż/miejsce parkingowe
3384,"Warszawa, Wola, ul. Nakielska",,43.89,2,pierwotny,2023,domofon / wideofon,balkon,4,garaż/miejsce parkingowe
3385,"Warszawa, Białołęka, ul. Warzelnicza 7",,59.94,3,pierwotny,2023,tak,balkon,2/2,garaż/miejsce parkingowe
3386,"Warszawa, Wola, ul. Stanisława Smolki",,90.38,4,,,,balkon,2/7,garaż/miejsce parkingowe
3387,"Warszawa, Ursus",858409.0,81.25,4,pierwotny,2022,oddzielna kuchnia,balkon,3/4,garaż/miejsce parkingowe
3388,"Warszawa, Ursus",742279.0,66.55,2,pierwotny,2022,oddzielna kuchnia,balkon,1/4,garaż/miejsce parkingowe
3389,"Warszawa, Ursus",755883.0,67.55,2,pierwotny,2022,oddzielna kuchnia,balkon,2/4,garaż/miejsce parkingowe
3390,"Warszawa, Ursus",744008.0,66.42,2,pierwotny,2022,oddzielna kuchnia,balkon,2/4,garaż/miejsce parkingowe
3391,"Warszawa, Ursus",847096.0,81.63,4,pierwotny,2022,oddzielna kuchnia,balkon,1/4,garaż/miejsce parkingowe
3392,"Warszawa, Ursynów",799000.0,73.0,3,wtórny,1987,nie,balkon,3/3,
3393,"Warszawa, Wola, ul. Kolejowa",1047200.0,44.0,2,wtórny,2020,tak,balkon,4/6,
3394,"Warszawa, Białołęka, ul. Geodezyjna",1890000.0,151.0,5,wtórny,2009,tak,"balkon, taras",4/4,garaż/miejsce parkingowe
3395,"Warszawa, Ursynów, Kabaty, ul. Wąwozowa",696600.0,54.0,2,wtórny,1993,"zmywarka, meble, pralka",balkon,1/10,garaż/miejsce parkingowe
3396,"Warszawa, Ursus",847096.0,81.63,4,pierwotny,2022,oddzielna kuchnia,balkon,1/4,garaż/miejsce parkingowe
3397,"Warszawa, Ursynów",799000.0,73.0,3,wtórny,1987,nie,balkon,3/3,
3398,"Warszawa, Mokotów, Górny Mokotów",2200000.0,96.0,3,wtórny,2022-04-05,plastikowe,,4/4,
3399,"Warszawa, Praga-Północ, Sierakowskiego",825000.0,43.0,2,wtórny,2021,"telewizja kablowa, internet",balkon,1/6,
3400,"Warszawa, Praga-Południe, ul. Przeworska",,43.71,2,,,,,5/5,garaż/miejsce parkingowe
3401,"Warszawa, Rembertów, Franciszka Ilskiego",709000.0,73.3,4,wtórny,1996,meble,,4/4,
